"시점",2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02
"전월대비",0.4,0.1,-0.2,-0.4,-0.1,0.3,-0.1,0.6,0.5,-0.6,-0.1,0.2,0.7,0.5,0.3,0.1,0.1,0,0.2,0.5,0.4,0.2,0.5,0.2,0.8,0.5,0.6,0.7,0.6,0.7,0.5,-0.1,0.2,0.3,-0.1,0.2,0.7,0.2,0.2,0.2,0.3,0,0.1,0.9,0.5,0.4,-0.5,0,0.4,0.5
"전년동월대비",1.2,0.9,0.8,0,-0.2,0.2,0.4,0.8,0.9,0.1,0.6,0.6,0.9,1.4,1.9,2.5,2.6,2.3,2.6,2.6,2.4,3.2,3.8,3.7,3.8,3.8,4.2,4.8,5.3,6,6.3,5.7,5.5,5.6,5,5,5,4.7,4.2,3.7,3.4,2.7,2.4,3.4,3.7,3.8,3.3,3.2,2.8,3.1
